page_type,location_country,referrer_host,ua_os,hour,total_orders_placed,total_checkouts,total_carts,total_sessions,total_pageviews,total_conversion,total_bounce_rate,ua_form_factor,referrer_source,referrer_name
Homepage,Dominica,Unknown,Android,2020-11-27 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Saint Helena,jones-shelton.com,Linux,2021-01-16 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Unknown,Bosnia and Herzegovina,Unknown,Android,2021-09-13 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Gabon,Unknown,Linux,2021-01-14 07:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Linux,2020-02-10 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Checkout,Dominica,Unknown,Windows,2020-12-27 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Slovakia (Slovak Republic),mclean.net,Linux,2021-06-22 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Product,Indonesia,Unknown,Mac OS X,2021-06-15 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,www.google.com,Mac OS X,2020-10-23 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Homepage,Cape Verde,jones-shelton.com,Mac OS X,2020-11-06 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Cyprus,Unknown,iOS,2021-06-09 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,Unknown,Android,2019-09-07 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Collection,Bosnia and Herzegovina,Unknown,Mac OS X,2020-10-08 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Dominica,Unknown,iOS,2019-11-18 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Cape Verde,m.instagram.com,iOS,2019-08-13 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Collection,Cape Verde,Unknown,Windows,2019-10-23 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Cape Verde,www.instagram.com,Linux,2019-10-27 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Bosnia and Herzegovina,Unknown,Windows,2020-09-16 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Dominica,Unknown,Android,2020-07-31 21:00:00,2,2,3,5,13,0.4,0.0,Mobile,Unknown,Unknown
Product,Dominica,mclean.net,iOS,2020-01-30 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,Unknown
Homepage,Dominica,Unknown,Android,2020-06-10 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,Unknown,Windows,2020-12-22 11:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Cape Verde,Unknown,Other,2019-08-26 13:00:00,1,2,3,5,5,0.2,1.0,Other,Unknown,Unknown
Product,Cape Verde,jones-shelton.com,Android,2019-08-14 22:00:00,4,4,5,9,16,0.4444444444444444,0.2222222222222222,Mobile,Unknown,Unknown
Collection,Dominica,Unknown,Android,2020-08-16 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,mclean.net,Windows,2020-10-30 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Product,Cape Verde,m.instagram.com,iOS,2020-04-20 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Gabon,Unknown,iOS,2021-03-20 20:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,Unknown,Other,2021-08-16 08:00:00,1,1,2,3,5,0.3333333333333333,0.3333333333333333,Other,Unknown,Unknown
Product,Bosnia and Herzegovina,Unknown,Android,2020-05-21 01:00:00,3,6,8,11,22,0.2727272727272727,0.0,Mobile,Unknown,Unknown
Product,Dominica,mclean.net,Linux,2019-07-28 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2020-07-31 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Bosnia and Herzegovina,m.instagram.com,Windows,2021-04-21 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Product,Cape Verde,jones-shelton.com,Android,2020-05-30 10:00:00,4,8,9,11,22,0.3636363636363636,0.0,Mobile,Unknown,Unknown
Homepage,Gabon,Unknown,Android,2021-02-20 10:00:00,1,1,1,2,6,0.5,0.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Android,2020-07-28 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Slovakia (Slovak Republic),www.google.com,Android,2020-09-23 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Homepage,Bosnia and Herzegovina,Unknown,Windows,2020-03-21 18:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Gabon,Unknown,Windows,2020-07-01 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,yandex.ru,Other,2020-10-10 06:00:00,3,5,5,6,12,0.5,0.0,Other,Search,Yandex
Homepage,Dominica,mclean.net,Linux,2021-07-14 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Product,Dominica,facebook.com,Mac OS X,2019-08-14 00:00:00,2,3,3,6,12,0.3333333333333333,0.0,Desktop,Social,Facebook
Homepage,Iran,Unknown,Other,2020-02-08 20:00:00,2,2,4,6,10,0.3333333333333333,0.3333333333333333,Other,Unknown,Unknown
Product,Gabon,Unknown,Android,2020-07-23 16:00:00,4,5,6,10,12,0.4,0.8,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,l.instagram.com,Android,2019-08-12 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Cape Verde,mclean.net,Linux,2020-10-22 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Product,Cape Verde,jones-shelton.com,Android,2019-07-31 19:00:00,4,5,8,11,11,0.3636363636363636,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,jones-shelton.com,Mac OS X,2019-08-04 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,iOS,2019-08-02 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,m.instagram.com,iOS,2020-06-10 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Anguilla,Unknown,iOS,2020-04-08 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Checkout,Cape Verde,facebook.com,Mac OS X,2021-01-18 17:00:00,1,2,3,4,4,0.25,1.0,Desktop,Social,Facebook
Homepage,Turkmenistan,Unknown,Mac OS X,2019-08-08 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Cape Verde,Unknown,iOS,2019-09-24 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Checkout,Slovakia (Slovak Republic),www.google.com,Windows,2020-09-21 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Homepage,Cape Verde,Unknown,Windows,2020-08-16 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Dominica,mclean.net,iOS,2021-02-28 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,Unknown
Product,Cape Verde,facebook.com,Windows,2019-11-12 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Product,Bosnia and Herzegovina,jones-shelton.com,iOS,2020-06-10 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Lesotho,bowman.info,Android,2020-10-17 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-05-04 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Bosnia and Herzegovina,Unknown,Android,2020-11-25 19:00:00,3,5,8,10,16,0.3,0.4,Mobile,Unknown,Unknown
Unknown,Cape Verde,Unknown,Mac OS X,2021-01-26 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Checkout,Cape Verde,www.google.com,Linux,2019-11-29 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Homepage,Gabon,Unknown,Mac OS X,2020-09-26 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Cape Verde,Unknown,Android,2020-12-09 18:00:00,2,3,3,4,7,0.5,0.25,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Linux,2019-08-10 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Dominica,myers.com,Android,2019-08-12 20:00:00,2,3,5,7,10,0.2857142857142857,0.5714285714285714,Mobile,Unknown,Unknown
Product,Cape Verde,myers.com,Linux,2021-09-06 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Dominica,facebook.com,iOS,2021-06-20 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Facebook
Homepage,Dominica,Unknown,iOS,2020-10-28 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,www.google.co.uk,Linux,2021-03-01 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Homepage,Dominica,Unknown,Linux,2021-01-02 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Windows,2021-01-09 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
List of Collections,Bosnia and Herzegovina,Unknown,iOS,2020-07-16 14:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Bosnia and Herzegovina,facebook.com,Android,2020-08-03 04:00:00,6,10,15,21,28,0.2857142857142857,0.6666666666666667,Mobile,Social,Facebook
Product,Bosnia and Herzegovina,Unknown,Other,2020-06-21 17:00:00,5,5,9,14,18,0.3571428571428571,0.7142857142857143,Other,Unknown,Unknown
Cart,Serbia,jones-shelton.com,Android,2020-06-23 19:00:00,3,6,6,8,13,0.375,0.375,Mobile,Unknown,Unknown
Product,Cape Verde,Unknown,Android,2021-04-18 20:00:00,2,3,5,7,9,0.2857142857142857,0.7142857142857143,Mobile,Unknown,Unknown
Product,Iceland,Unknown,Linux,2021-03-19 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Timor-Leste,Unknown,Linux,2021-04-20 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Collection,Dominica,Unknown,Mac OS X,2021-09-11 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Gabon,l.instagram.com,Windows,2021-08-28 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Cape Verde,Unknown,Mac OS X,2019-07-26 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Checkout,Gabon,jones-shelton.com,Linux,2020-11-03 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Collection,Dominica,l.instagram.com,iOS,2021-03-24 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Product,Bosnia and Herzegovina,l.instagram.com,iOS,2020-08-07 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Dominica,facebook.com,Windows,2020-12-31 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Homepage,Bosnia and Herzegovina,Unknown,Linux,2019-08-20 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Anguilla,mclean.net,Windows,2020-11-20 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Product,Bosnia and Herzegovina,mclean.net,iOS,2020-09-04 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,Unknown
Homepage,Bosnia and Herzegovina,jones-shelton.com,Linux,2020-06-22 09:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Cape Verde,Unknown,Other,2019-07-21 14:00:00,1,2,2,4,5,0.25,0.75,Other,Unknown,Unknown
Homepage,Dominica,Unknown,Windows,2021-10-30 00:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Checkout,Faroe Islands,www.instagram.com,iOS,2021-06-25 18:00:00,2,2,2,5,6,0.4,0.8,Mobile,Social,Instagram
Homepage,Bosnia and Herzegovina,Unknown,Android,2021-02-22 09:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Dominica,www.google.com,Mac OS X,2021-08-31 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,Search,Google
Homepage,Bosnia and Herzegovina,Unknown,Mac OS X,2021-12-31 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Bosnia and Herzegovina,jones-shelton.com,iOS,2020-06-15 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Collection,Dominica,Unknown,iOS,2020-11-13 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,iOS,2019-10-29 01:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,Android,2019-08-16 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Gabon,jones-shelton.com,Mac OS X,2019-08-17 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Bosnia and Herzegovina,Unknown,Android,2020-10-31 07:00:00,3,4,4,5,15,0.6,0.0,Mobile,Unknown,Unknown
Product,Dominica,Unknown,Windows,2020-10-09 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,China,jones-shelton.com,Android,2021-10-19 22:00:00,7,8,14,16,43,0.4375,0.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,jones-shelton.com,Mac OS X,2020-04-21 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Gabon,myers.com,iOS,2019-10-15 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Bosnia and Herzegovina,Unknown,Android,2020-09-17 14:00:00,3,3,3,7,18,0.4285714285714285,0.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,Unknown,Linux,2020-08-14 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Gabon,myers.com,iOS,2020-11-29 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Cape Verde,l.instagram.com,Mac OS X,2020-02-18 08:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Product,Bosnia and Herzegovina,Unknown,Mac OS X,2019-08-01 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Bosnia and Herzegovina,Unknown,Android,2019-10-12 01:00:00,3,3,6,8,14,0.375,0.25,Mobile,Unknown,Unknown
Homepage,Dominica,pratt.com,Linux,2020-05-23 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Vanuatu,l.instagram.com,Android,2019-08-03 09:00:00,1,2,2,4,6,0.25,0.5,Mobile,Social,Instagram
Homepage,Saint Helena,myers.com,Mac OS X,2021-04-13 06:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Cape Verde,Unknown,Android,2020-06-30 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,l.instagram.com,Android,2019-08-31 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Bosnia and Herzegovina,mclean.net,Windows,2020-07-23 01:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Homepage,South Georgia and the South Sandwich Islands,harrell.com,Windows,2021-02-18 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,jones-shelton.com,Android,2021-05-21 06:00:00,2,4,4,6,7,0.3333333333333333,0.8333333333333334,Mobile,Unknown,Unknown
Homepage,Bermuda,Unknown,iOS,2020-06-25 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Collection,Dominica,Unknown,Mac OS X,2020-10-25 00:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Dominica,Unknown,Windows,2020-10-22 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Checkout,Cape Verde,Unknown,Android,2021-02-24 20:00:00,1,1,1,3,6,0.3333333333333333,0.0,Mobile,Unknown,Unknown
Cart,Dominica,l.instagram.com,iOS,2021-02-04 23:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,South Georgia and the South Sandwich Islands,mclean.net,Mac OS X,2020-11-26 21:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Collection,Iran,myers.com,iOS,2021-10-12 07:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,Unknown,Android,2021-08-22 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,l.instagram.com,Mac OS X,2021-10-03 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
Homepage,Dominica,l.instagram.com,iOS,2020-04-11 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Cape Verde,Unknown,iOS,2020-10-11 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bermuda,www.bing.com,iOS,2021-08-20 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Bing
Homepage,Slovakia (Slovak Republic),Unknown,Android,2021-01-15 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-01-21 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Bosnia and Herzegovina,Unknown,iOS,2020-10-05 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Linux,2021-06-30 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Dominica,Unknown,Mac OS X,2021-02-05 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Cape Verde,l.instagram.com,iOS,2021-04-25 18:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Instagram
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-04-18 02:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,South Georgia and the South Sandwich Islands,Unknown,iOS,2020-06-18 22:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,mclean.net,Windows,2019-11-30 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Product,Estonia,www.google.com,iOS,2019-08-08 20:00:00,2,3,4,7,11,0.2857142857142857,0.4285714285714286,Mobile,Search,Google
Homepage,Saint Helena,jones-shelton.com,Windows,2020-07-30 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Cape Verde,Unknown,Android,2021-01-01 11:00:00,2,3,4,6,9,0.3333333333333333,0.5,Mobile,Unknown,Unknown
Homepage,Gabon,l.instagram.com,Android,2021-02-12 17:00:00,1,1,2,3,6,0.3333333333333333,0.0,Mobile,Social,Instagram
Checkout,Bosnia and Herzegovina,jones-shelton.com,Mac OS X,2021-10-15 03:00:00,1,1,1,2,3,0.5,0.5,Desktop,Unknown,Unknown
Homepage,Dominica,myers.com,Android,2020-08-10 11:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,jones-shelton.com,Mac OS X,2019-10-19 17:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Anguilla,www.google.com,iOS,2020-10-03 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Search,Google
Cart,Dominica,Unknown,Android,2020-07-27 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,iOS,2021-04-18 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Collection,Nigeria,Unknown,iOS,2021-02-25 03:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Windows,2020-09-01 18:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Gabon,Unknown,iOS,2019-08-08 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,Linux,2021-01-11 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Dominica,Unknown,Linux,2021-11-28 20:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Cape Verde,Unknown,Android,2019-10-09 11:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Gabon,Unknown,Android,2019-08-05 21:00:00,1,2,2,3,4,0.3333333333333333,0.6666666666666667,Mobile,Unknown,Unknown
Checkout,Cape Verde,l.instagram.com,Android,2020-07-22 12:00:00,1,1,1,3,3,0.3333333333333333,1.0,Mobile,Social,Instagram
Product,Bosnia and Herzegovina,Unknown,Windows,2020-07-21 12:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Dominica,Unknown,iOS,2020-10-17 15:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Saint Helena,Unknown,Android,2020-06-19 00:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,cook.org,iOS,2021-06-20 19:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,Unknown
Homepage,Cape Verde,facebook.com,iOS,2020-07-27 12:00:00,0,0,0,1,1,0.0,1.0,Mobile,Social,Facebook
Homepage,Dominica,Unknown,Android,2021-04-04 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,Unknown,iOS,2021-02-08 17:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-03-30 16:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Cape Verde,Unknown,Linux,2020-09-12 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Dominica,campbell.org,Mac OS X,2020-12-05 19:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
List of Collections,Bosnia and Herzegovina,Unknown,iOS,2020-10-02 21:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Dominica,Unknown,Mac OS X,2019-11-06 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Dominica,Unknown,Android,2020-12-19 20:00:00,2,3,4,6,7,0.3333333333333333,0.8333333333333334,Mobile,Unknown,Unknown
Checkout,Bosnia and Herzegovina,l.facebook.com,iOS,2021-02-09 16:00:00,1,1,1,2,3,0.5,0.5,Mobile,Social,Facebook
Product,Dominica,Unknown,Windows,2020-06-10 13:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Cape Verde,l.instagram.com,Android,2020-09-14 02:00:00,1,1,2,4,6,0.25,0.5,Mobile,Social,Instagram
Homepage,Cape Verde,mclean.net,iOS,2019-08-10 04:00:00,0,0,0,1,1,0.0,1.0,Mobile,Direct,Unknown
Homepage,Dominica,facebook.com,Mac OS X,2020-10-29 02:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Facebook
Homepage,Guyana,www.google.com,Android,2020-07-23 10:00:00,2,3,5,8,10,0.25,0.75,Mobile,Search,Google
Homepage,Bangladesh,Unknown,Android,2019-07-31 18:00:00,3,5,5,9,9,0.3333333333333333,1.0,Mobile,Unknown,Unknown
Product,Cape Verde,Unknown,Other,2019-12-22 08:00:00,4,5,6,8,22,0.5,0.0,Other,Unknown,Unknown
Product,Lesotho,Unknown,iOS,2020-10-03 08:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,Android,2020-10-05 05:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Cape Verde,jones-shelton.com,iOS,2021-01-02 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Bosnia and Herzegovina,Unknown,Android,2020-11-17 05:00:00,3,4,5,7,17,0.4285714285714285,0.0,Mobile,Unknown,Unknown
Homepage,Bangladesh,mclean.net,Windows,2021-08-30 15:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Product,Cape Verde,Unknown,Windows,2020-07-22 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,Linux,2019-09-12 22:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Indonesia,Unknown,iOS,2020-08-27 13:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Iran,Unknown,Mac OS X,2019-10-30 07:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Checkout,Dominica,Unknown,iOS,2019-07-29 10:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Product,Dominica,mclean.net,Mac OS X,2019-07-19 04:00:00,0,0,0,1,1,0.0,1.0,Desktop,Direct,Unknown
Homepage,Gabon,Unknown,Linux,2020-09-10 14:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Homepage,Cape Verde,Unknown,Linux,2020-07-08 16:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Cape Verde,Unknown,Android,2020-07-27 19:00:00,2,4,4,7,10,0.2857142857142857,0.5714285714285714,Mobile,Unknown,Unknown
Product,Cape Verde,Unknown,Android,2019-08-06 23:00:00,2,3,3,6,10,0.3333333333333333,0.3333333333333333,Mobile,Unknown,Unknown
Homepage,Western Sahara,Unknown,Android,2019-08-05 14:00:00,4,4,4,7,20,0.5714285714285714,0.0,Mobile,Unknown,Unknown
Homepage,Bosnia and Herzegovina,Unknown,iOS,2020-10-07 06:00:00,0,0,0,1,1,0.0,1.0,Mobile,Unknown,Unknown
Homepage,Dominica,Unknown,Windows,2021-12-02 03:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Collection,Gabon,Unknown,Linux,2019-09-30 23:00:00,0,0,0,1,1,0.0,1.0,Desktop,Unknown,Unknown
Product,Bosnia and Herzegovina,l.instagram.com,Mac OS X,2020-10-22 10:00:00,0,0,0,1,1,0.0,1.0,Desktop,Social,Instagram
